,Time OSQP Forward ndim:10 neq=nineq=5,Time OSQP Backward ndim:10 neq=nineq=5,Time CVXPY Forward ndim:10 neq=nineq=5,Time CVXPY Backward ndim:10 neq=nineq=5,Time QPTH Forward ndim:10 neq=nineq=5,Time QPTH Backward ndim:10 neq=nineq=5,Time Exact Backward ndim:10 neq=nineq=5,Accuracy OSQP Forward ndim:10 neq=nineq=5,Accuracy CVXPY Forward ndim:10 neq=nineq=5,Accuracy QPTH Forward ndim:10 neq=nineq=5,Accuracy OSQP Backward ndim:10 neq=nineq=5,Accuracy CVXPY Backward ndim:10 neq=nineq=5,Accuracy QPTH Backward ndim:10 neq=nineq=5,Time OSQP Forward ndim:50 neq=nineq=10,Time OSQP Backward ndim:50 neq=nineq=10,Time CVXPY Forward ndim:50 neq=nineq=10,Time CVXPY Backward ndim:50 neq=nineq=10,Time QPTH Forward ndim:50 neq=nineq=10,Time QPTH Backward ndim:50 neq=nineq=10,Time Exact Backward ndim:50 neq=nineq=10,Accuracy OSQP Forward ndim:50 neq=nineq=10,Accuracy CVXPY Forward ndim:50 neq=nineq=10,Accuracy QPTH Forward ndim:50 neq=nineq=10,Accuracy OSQP Backward ndim:50 neq=nineq=10,Accuracy CVXPY Backward ndim:50 neq=nineq=10,Accuracy QPTH Backward ndim:50 neq=nineq=10,Time OSQP Forward ndim:100 neq=nineq=20,Time OSQP Backward ndim:100 neq=nineq=20,Time CVXPY Forward ndim:100 neq=nineq=20,Time CVXPY Backward ndim:100 neq=nineq=20,Time QPTH Forward ndim:100 neq=nineq=20,Time QPTH Backward ndim:100 neq=nineq=20,Time Exact Backward ndim:100 neq=nineq=20,Accuracy OSQP Forward ndim:100 neq=nineq=20,Accuracy CVXPY Forward ndim:100 neq=nineq=20,Accuracy QPTH Forward ndim:100 neq=nineq=20,Accuracy OSQP Backward ndim:100 neq=nineq=20,Accuracy CVXPY Backward ndim:100 neq=nineq=20,Accuracy QPTH Backward ndim:100 neq=nineq=20,Time OSQP Forward ndim:500 neq=nineq=100,Time OSQP Backward ndim:500 neq=nineq=100,Time CVXPY Forward ndim:500 neq=nineq=100,Time CVXPY Backward ndim:500 neq=nineq=100,Time QPTH Forward ndim:500 neq=nineq=100,Time QPTH Backward ndim:500 neq=nineq=100,Time Exact Backward ndim:500 neq=nineq=100,Accuracy OSQP Forward ndim:500 neq=nineq=100,Accuracy CVXPY Forward ndim:500 neq=nineq=100,Accuracy QPTH Forward ndim:500 neq=nineq=100,Accuracy OSQP Backward ndim:500 neq=nineq=100,Accuracy CVXPY Backward ndim:500 neq=nineq=100,Accuracy QPTH Backward ndim:500 neq=nineq=100
0,5.650520324707031e-05,2.9087066650390625e-05,0.010725975036621094,0.002053976058959961,0.07680344581604004,0.003966331481933594,0.0004341602325439453,-7.025527316180433,-7.025498707547646,-7.0255271529443615,1.5038853033485998e-05,8588.24591732579,28.96044833669136,0.0002894401550292969,0.00011754035949707031,0.02280259132385254,0.003988027572631836,0.120697021484375,0.003153085708618164,0.00876307487487793,-26.771276721996614,-26.77107354124,-26.771276714374977,7.882156318111422e-07,973425.1166965227,40178.93900470931,0.002039670944213867,0.0005240440368652344,0.04405808448791504,0.0064656734466552734,0.13516807556152344,0.003972053527832031,0.1723952293395996,-269.3923830887315,-269.3920129811452,-269.39321154217555,0.007835088872710958,883879.406442527,210139.4202811841,0.05704069137573242,0.0045773983001708984,0.2973504066467285,0.0305788516998291,0.21116280555725098,0.00522160530090332,2.854154586791992,-4137.459756426761,-4137.452530582303,-4137.459357964581,2.1275575603145575e-06,884675.267714366,283616.7666567677
1,0.00011134147644042969,5.14984130859375e-05,0.02296280860900879,0.0043714046478271484,0.13020801544189453,0.0033609867095947266,0.0004069805145263672,-3.639657672273917,-3.639601221080195,-3.6396192780435794,2.2689140778984775e-05,535460.9648472063,4332.241285507312,0.0004775524139404297,7.390975952148438e-05,0.021427631378173828,0.0023610591888427734,0.08590912818908691,0.002783536911010742,0.025160551071166992,-43.75477036740246,-43.75447977433555,-43.754772105915926,6.291588303596796e-07,725577.1622789443,314456.7353404285,0.001764059066772461,0.0005011558532714844,0.03896188735961914,0.006719112396240234,0.11704468727111816,0.003756999969482422,0.2071225643157959,-227.57071349115452,-227.56775867575274,-227.56855950725674,0.007728432438234776,850761.8558268931,279592.61342785024,0.0632925033569336,0.004408597946166992,0.2888824939727783,0.024712562561035156,0.24846744537353516,0.005595684051513672,2.756748914718628,-5453.570181538559,-5453.560045113885,-5453.5706002529105,4.0910421968853496e-07,865323.7967553352,266597.3624816489
2,0.0001125335693359375,5.078315734863281e-05,0.03038954734802246,0.014653921127319336,0.08246612548828125,0.004940986633300781,0.0003139972686767578,-7.840699531514641,-7.840727517181502,-7.8407279987355984,5.9588117872469787e-05,219980.28682408776,602.4868296991449,0.00035858154296875,0.00010704994201660156,0.0204925537109375,0.003443002700805664,0.06865429878234863,0.0028960704803466797,0.00878763198852539,-44.22538923974933,-44.23576897130751,-44.2360158305388,2.2628985467633262e-07,930221.1751314492,119439.48453112788,0.0022711753845214844,0.00048732757568359375,0.04958963394165039,0.0064661502838134766,0.0949404239654541,0.003539562225341797,0.1955559253692627,-266.010455116269,-266.02204708238594,-266.0231398498149,0.004996168173991278,900709.3703609101,263062.06398484024,0.0781092643737793,0.00439000129699707,0.28455066680908203,0.02429509162902832,0.23699355125427246,0.007119655609130859,2.724867343902588,-4414.6862880400995,-4414.678183450747,-4414.685957014478,2.4585984647515096e-06,873722.1260717112,339186.73588469095
3,0.00010442733764648438,4.6253204345703125e-05,0.01980137825012207,0.003580331802368164,0.10062456130981445,0.0024595260620117188,0.0003631114959716797,-8.849450368658507,-8.849469633529496,-8.849447068613072,3.5703509650425524e-06,659426.0701507671,6924.732496534799,0.00016760826110839844,6.890296936035156e-05,0.013543367385864258,0.002156972885131836,0.0719759464263916,0.0036966800689697266,0.008713483810424805,-33.66189028863424,-33.66163860267933,-33.66188815916544,3.3424665745758585e-07,1068777.3732293334,326656.2397604272,0.0024352073669433594,0.0004024505615234375,0.031220674514770508,0.005213260650634766,0.09616613388061523,0.0032224655151367188,0.19949793815612793,-147.77550549820342,-147.77489756916748,-147.77550742559976,2.5822016921706524e-07,1027944.5597910653,297129.8671674965,0.060538530349731445,0.0043528079986572266,0.2905693054199219,0.02484893798828125,0.21845555305480957,0.005271434783935547,2.923506498336792,-5156.324778419089,-5156.315659747064,-5156.324703830987,6.378743787533125e-07,932108.6055509953,251184.72029644207
4,0.00011372566223144531,5.316734313964844e-05,0.02163553237915039,0.003933906555175781,0.10631537437438965,0.0040740966796875,0.0004744529724121094,-1.0028202456901467,-1.0029330901007656,-1.0029357766102092,0.009157647504048105,392298.0947011435,494.3373442555204,0.0005855560302734375,0.0001678466796875,0.026339292526245117,0.004438161849975586,0.09985637664794922,0.0071332454681396484,0.025488615036010742,-68.01637456834773,-68.01610777599616,-68.0163693422757,3.32330036846636e-07,1006550.0332331678,28341.321453850545,0.003062009811401367,0.00021028518676757812,0.07885003089904785,0.013383150100708008,0.11048340797424316,0.00363922119140625,0.19753623008728027,-213.25783458948862,-213.38290662370176,-213.38378931427116,1.113581283450738e-05,836217.3774478837,89325.04660282611,0.05776786804199219,0.004330873489379883,0.31720924377441406,0.026182174682617188,0.24556612968444824,0.0054204463958740234,2.8865702152252197,-5057.835330912797,-5057.825816982542,-5057.834643123157,7.202897539354608e-07,937145.0728183312,321643.59742355195
5,0.00011491775512695312,4.887580871582031e-05,0.03927755355834961,0.014255285263061523,0.0735020637512207,0.003284454345703125,0.0003333091735839844,-2.760098679286533,-2.760091417529234,-2.7600978265124594,1.0484610001171952e-06,513212.4995790892,3509.146063225924,0.0004353523254394531,0.0001533031463623047,0.02488851547241211,0.0043103694915771484,0.08278536796569824,0.0019693374633789062,0.031862735748291016,-67.00416910802525,-67.00374945593852,-67.00417091965247,6.016845281040744e-07,870602.4377099642,36939.18428015962,0.0020036697387695312,0.00045013427734375,0.036301612854003906,0.005244255065917969,0.07895612716674805,0.002149820327758789,0.20920348167419434,-180.70662841854306,-180.705928086014,-180.7066252268368,7.793995367102048e-07,928674.2807310821,369530.4049533135,0.06207728385925293,0.0044345855712890625,0.24672770500183105,0.022029638290405273,0.22261881828308105,0.003916740417480469,2.7742412090301514,-5333.392178998942,-5333.382411688043,-5333.391902308611,1.7927045786997476e-06,868964.5227334498,265672.1424221839
6,0.000110626220703125,5.14984130859375e-05,0.019855022430419922,0.0037584304809570312,0.10668325424194336,0.002791166305541992,0.0003535747528076172,-2.4794846437283873,-2.4794664622823235,-2.479484587348115,7.439135008661975e-06,223186.30501026945,254.6318277593045,0.0004394054412841797,0.00015926361083984375,0.02433490753173828,0.004221439361572266,0.10074472427368164,0.0022525787353515625,0.00984334945678711,-42.692520276237595,-42.69228646371541,-42.69252140137597,4.387484605134594e-07,823964.6095976655,24914.16267816924,0.0017371177673339844,0.0004811286926269531,0.03526711463928223,0.005631446838378906,0.08336067199707031,0.002855062484741211,0.1820087432861328,-240.28847987073215,-240.2866885514513,-240.2875529177027,0.0008482712120585969,947107.6896976178,301558.7844294611,0.06522965431213379,0.004364728927612305,0.2537546157836914,0.022110462188720703,0.16456389427185059,0.004492282867431641,2.755152702331543,-5409.356673318265,-5409.347699624201,-5409.3563267432655,1.64903293524025e-06,896292.7996785664,238809.64323832688
7,0.00010991096496582031,5.14984130859375e-05,0.04138636589050293,0.014901876449584961,0.08746170997619629,0.002757549285888672,0.0003504753112792969,-4.250744699848337,-4.250702178333619,-4.250744743540846,9.611526719842937e-07,138146.97024422916,836.6686057834802,0.0004482269287109375,0.0001392364501953125,0.024480104446411133,0.004225254058837891,0.11102724075317383,0.002618551254272461,0.020442485809326172,-16.007244831810763,-16.007178016748522,-16.007244089274664,1.6873374395646592e-06,939963.4007082497,294457.83960804634,0.0017368793487548828,0.0004982948303222656,0.034993648529052734,0.005722761154174805,0.08981561660766602,0.0024955272674560547,0.19664287567138672,-181.16215572477654,-181.16135173890487,-181.16193934592528,0.00022904461038293964,973356.6459196737,156431.30341423565,0.06379890441894531,0.004075288772583008,0.25022363662719727,0.023200511932373047,0.20899629592895508,0.004620790481567383,2.585010051727295,-5794.782364895701,-5794.772196675314,-5794.782453679279,7.335627535240466e-07,886512.5681847052,335013.70177653705
8,0.0001125335693359375,5.7220458984375e-05,0.01979541778564453,0.003856658935546875,0.08539342880249023,0.0027027130126953125,0.0002989768981933594,-3.93809040079397,-3.93806092185103,-3.938090543869906,5.376083044246856e-06,173827.1829892285,15.486527096642183,0.0001652240753173828,8.702278137207031e-05,0.011849641799926758,0.002107381820678711,0.10618066787719727,0.0025153160095214844,0.0247037410736084,-79.16161376907651,-79.16115599736683,-79.16161906639869,7.888602854550666e-07,759341.855131972,15314.99448242741,0.0017313957214355469,0.00045680999755859375,0.0350494384765625,0.005743741989135742,0.07947683334350586,0.002714872360229492,0.1958484649658203,-63.66363104442244,-63.66351395163987,-63.66374538802171,0.0013768767733576693,1015909.1530619408,125204.74308751168,0.05608654022216797,0.003966093063354492,0.256056547164917,0.02491450309753418,0.1347215175628662,0.004288911819458008,2.901197671890259,-4668.675037554052,-4668.665848656075,-4668.674532066035,8.672121811590437e-07,945634.8900502013,322279.9709934679
9,0.00011157989501953125,4.744529724121094e-05,0.017853260040283203,0.0033948421478271484,0.08620023727416992,0.002077817916870117,0.0003581047058105469,-2.731406483245273,-2.731392940955804,-2.7314084781134778,0.00010344464610258493,203018.71269842802,295.30168570206473,0.00041794776916503906,0.00016164779663085938,0.024436473846435547,0.004236936569213867,0.0834193229675293,0.0020530223846435547,0.011686086654663086,-67.7649330929419,-67.76456614295766,-67.7649306277999,5.403249473287272e-07,851019.3381985365,146118.9372653195,0.0017347335815429688,0.0004634857177734375,0.03544926643371582,0.005806446075439453,0.08090949058532715,0.0029065608978271484,0.1474006175994873,-237.5721831769217,-237.57023114850026,-237.5712514485246,0.0004352895800158158,976126.9574965759,302337.3438648031,0.06135702133178711,0.004023551940917969,0.2503054141998291,0.024271249771118164,0.21553659439086914,0.004686117172241211,2.7438387870788574,-5282.204967456249,-5282.195037851273,-5282.204495574891,2.2748428387956714e-06,879172.743213967,299519.6097152046
